Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-13 09:59:02,2750,124
kujawsko-pomorskie,no-data,2020-06-13 09:59:02,610,47
lubelskie,no-data,2020-06-13 09:59:02,524,16
lubuskie,no-data,2020-06-13 09:59:02,130,0
łódzkie,no-data,2020-06-13 09:59:02,2330,101
małopolskie,no-data,2020-06-13 09:59:02,1474,40
mazowieckie,no-data,2020-06-13 09:59:02,4240,297
opolskie,no-data,2020-06-13 09:59:02,772,49
podkarpackie,no-data,2020-06-13 09:59:02,422,38
podlaskie,no-data,2020-06-13 09:59:02,576,9
pomorskie,no-data,2020-06-13 09:59:02,581,37
śląskie,no-data,2020-06-13 09:59:02,10473,255
świętokrzyskie,no-data,2020-06-13 09:59:02,596,26
warmińsko-mazurskie,no-data,2020-06-13 09:59:02,185,1
wielkopolskie,no-data,2020-06-13 09:59:02,2345,163
zachodniopomorskie,no-data,2020-06-13 09:59:02,569,19
