Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-24 09:59:02,1212,36
kujawsko-pomorskie,no-data,2020-04-24 09:59:02,460,20
lubelskie,no-data,2020-04-24 09:59:02,336,10
lubuskie,no-data,2020-04-24 09:59:02,85,0
łódzkie,no-data,2020-04-24 09:59:02,781,19
małopolskie,no-data,2020-04-24 09:59:02,766,23
mazowieckie,no-data,2020-04-24 09:59:02,2166,142
opolskie,no-data,2020-04-24 09:59:02,330,17
podkarpackie,no-data,2020-04-24 09:59:02,279,16
podlaskie,no-data,2020-04-24 09:59:02,341,3
pomorskie,no-data,2020-04-24 09:59:02,243,3
śląskie,no-data,2020-04-24 09:59:02,1649,86
świętokrzyskie,no-data,2020-04-24 09:59:02,248,6
warmińsko-mazurskie,no-data,2020-04-24 09:59:02,145,1
wielkopolskie,no-data,2020-04-24 09:59:02,1166,68
zachodniopomorskie,no-data,2020-04-24 09:59:02,304,4
,no-data,2020-04-24 09:59:02,0,0
,no-data,2020-04-24 09:59:02,0,0
,no-data,2020-04-24 09:59:02,0,0
https://prezentacja.redakcja.www.gov.pl/redakcja/internal-files,no-data,2020-04-24 09:59:02,0,0
