Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-03 09:59:03,2639,105
kujawsko-pomorskie,no-data,2020-06-03 09:59:03,594,47
lubelskie,no-data,2020-06-03 09:59:03,495,15
lubuskie,no-data,2020-06-03 09:59:03,120,0
łódzkie,no-data,2020-06-03 09:59:03,1613,71
małopolskie,no-data,2020-06-03 09:59:03,1241,40
mazowieckie,no-data,2020-06-03 09:59:03,3660,275
opolskie,no-data,2020-06-03 09:59:03,666,48
podkarpackie,no-data,2020-06-03 09:59:03,387,35
podlaskie,no-data,2020-06-03 09:59:03,463,9
pomorskie,no-data,2020-06-03 09:59:03,559,35
śląskie,no-data,2020-06-03 09:59:03,8557,217
świętokrzyskie,no-data,2020-06-03 09:59:03,493,22
warmińsko-mazurskie,no-data,2020-06-03 09:59:03,179,1
wielkopolskie,no-data,2020-06-03 09:59:03,2188,153
zachodniopomorskie,no-data,2020-06-03 09:59:03,541,19
