Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-26 15:59:02,3 161,152
kujawsko-pomorskie,no-data,2020-07-26 15:59:02,749,50
lubelskie,no-data,2020-07-26 15:59:02,924,20
lubuskie,no-data,2020-07-26 15:59:02,362,7
łódzkie,no-data,2020-07-26 15:59:02,3 806,203
małopolskie,no-data,2020-07-26 15:59:02,3 071,52
mazowieckie,no-data,2020-07-26 15:59:02,6 061,371
opolskie,no-data,2020-07-26 15:59:02,1129,54
podkarpackie,no-data,2020-07-26 15:59:02,1182,58
podlaskie,no-data,2020-07-26 15:59:02,940,18
pomorskie,no-data,2020-07-26 15:59:02,829,39
śląskie,no-data,2020-07-26 15:59:02,15 286,384
świętokrzyskie,no-data,2020-07-26 15:59:02,948,45
warmińsko-mazurskie,no-data,2020-07-26 15:59:02,338,2
wielkopolskie,no-data,2020-07-26 15:59:02,3 584,193
zachodniopomorskie,no-data,2020-07-26 15:59:02,695,23
