Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-22 08:59:03,2 853,135
kujawsko-pomorskie,no-data,2020-06-22 08:59:03,652,50
lubelskie,no-data,2020-06-22 08:59:03,592,17
lubuskie,no-data,2020-06-22 08:59:03,153,0
łódzkie,no-data,2020-06-22 08:59:03,2 830,140
małopolskie,no-data,2020-06-22 08:59:03,1 616,44
mazowieckie,no-data,2020-06-22 08:59:03,4 726,314
opolskie,no-data,2020-06-22 08:59:03,852,50
podkarpackie,no-data,2020-06-22 08:59:03,549,47
podlaskie,no-data,2020-06-22 08:59:03,703,10
pomorskie,no-data,2020-06-22 08:59:03,615,38
śląskie,no-data,2020-06-22 08:59:03,11 825,288
świętokrzyskie,no-data,2020-06-22 08:59:03,704,32
warmińsko-mazurskie,no-data,2020-06-22 08:59:03,209,1
wielkopolskie,no-data,2020-06-22 08:59:03,2 455,170
zachodniopomorskie,no-data,2020-06-22 08:59:03,597,20
