Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-26 15:59:03,2465,98
kujawsko-pomorskie,no-data,2020-05-26 15:59:03,594,46
lubelskie,no-data,2020-05-26 15:59:03,449,15
lubuskie,no-data,2020-05-26 15:59:03,108,0
łódzkie,no-data,2020-05-26 15:59:03,1362,61
małopolskie,no-data,2020-05-26 15:59:03,1179,40
mazowieckie,no-data,2020-05-26 15:59:03,3283,253
opolskie,no-data,2020-05-26 15:59:03,601,45
podkarpackie,no-data,2020-05-26 15:59:03,378,35
podlaskie,no-data,2020-05-26 15:59:03,427,9
pomorskie,no-data,2020-05-26 15:59:03,541,32
śląskie,no-data,2020-05-26 15:59:03,7327,192
świętokrzyskie,no-data,2020-05-26 15:59:03,399,21
warmińsko-mazurskie,no-data,2020-05-26 15:59:03,179,1
wielkopolskie,no-data,2020-05-26 15:59:03,2054,146
zachodniopomorskie,no-data,2020-05-26 15:59:03,521,19
