Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-10 15:59:03,1 979,67
kujawsko-pomorskie,no-data,2020-05-10 15:59:03,574,32
lubelskie,no-data,2020-05-10 15:59:03,388,14
lubuskie,no-data,2020-05-10 15:59:03,92,0
łódzkie,no-data,2020-05-10 15:59:03,1 166,40
małopolskie,no-data,2020-05-10 15:59:03,1 045,35
mazowieckie,no-data,2020-05-10 15:59:03,2 765,222
opolskie,no-data,2020-05-10 15:59:03,488,33
podkarpackie,no-data,2020-05-10 15:59:03,371,28
podlaskie,no-data,2020-05-10 15:59:03,384,7
pomorskie,no-data,2020-05-10 15:59:03,481,24
śląskie,no-data,2020-05-10 15:59:03,3 458,148
świętokrzyskie,no-data,2020-05-10 15:59:03,325,12
warmińsko-mazurskie,no-data,2020-05-10 15:59:03,162,1
wielkopolskie,no-data,2020-05-10 15:59:03,1 671,112
zachodniopomorskie,no-data,2020-05-10 15:59:03,472,16
