Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-04 23:59:03,2 936,149
kujawsko-pomorskie,no-data,2020-07-04 23:59:03,679,49
lubelskie,no-data,2020-07-04 23:59:03,678,18
lubuskie,no-data,2020-07-04 23:59:03,151,0
łódzkie,no-data,2020-07-04 23:59:03,3 231,175
małopolskie,no-data,2020-07-04 23:59:03,1 834,44
mazowieckie,no-data,2020-07-04 23:59:03,5 152,344
opolskie,no-data,2020-07-04 23:59:03,967,51
podkarpackie,no-data,2020-07-04 23:59:03,734,51
podlaskie,no-data,2020-07-04 23:59:03,874,12
pomorskie,no-data,2020-07-04 23:59:03,685,38
śląskie,no-data,2020-07-04 23:59:03,13 176,340
świętokrzyskie,no-data,2020-07-04 23:59:03,824,40
warmińsko-mazurskie,no-data,2020-07-04 23:59:03,271,1
wielkopolskie,no-data,2020-07-04 23:59:03,2 907,178
zachodniopomorskie,no-data,2020-07-04 23:59:03,620,22
