Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-23 10:59:03,1144,36
kujawsko-pomorskie,no-data,2020-04-23 10:59:03,452,20
lubelskie,no-data,2020-04-23 10:59:03,332,10
lubuskie,no-data,2020-04-23 10:59:03,85,0
łódzkie,no-data,2020-04-23 10:59:03,765,12
małopolskie,no-data,2020-04-23 10:59:03,734,21
mazowieckie,no-data,2020-04-23 10:59:03,2098,132
opolskie,no-data,2020-04-23 10:59:03,324,15
podkarpackie,no-data,2020-04-23 10:59:03,276,16
podlaskie,no-data,2020-04-23 10:59:03,335,3
pomorskie,no-data,2020-04-23 10:59:03,231,3
śląskie,no-data,2020-04-23 10:59:03,1614,83
świętokrzyskie,no-data,2020-04-23 10:59:03,247,4
warmińsko-mazurskie,no-data,2020-04-23 10:59:03,145,1
wielkopolskie,no-data,2020-04-23 10:59:03,1099,66
zachodniopomorskie,no-data,2020-04-23 10:59:03,288,4
