Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-17 02:59:03,2160,89
kujawsko-pomorskie,no-data,2020-05-17 02:59:03,582,42
lubelskie,no-data,2020-05-17 02:59:03,401,14
lubuskie,no-data,2020-05-17 02:59:03,92,0
łódzkie,no-data,2020-05-17 02:59:03,1234,47
małopolskie,no-data,2020-05-17 02:59:03,1124,37
mazowieckie,no-data,2020-05-17 02:59:03,2949,231
opolskie,no-data,2020-05-17 02:59:03,535,39
podkarpackie,no-data,2020-05-17 02:59:03,374,31
podlaskie,no-data,2020-05-17 02:59:03,387,8
pomorskie,no-data,2020-05-17 02:59:03,500,28
śląskie,no-data,2020-05-17 02:59:03,5159,175
świętokrzyskie,no-data,2020-05-17 02:59:03,341,17
warmińsko-mazurskie,no-data,2020-05-17 02:59:03,170,1
wielkopolskie,no-data,2020-05-17 02:59:03,1757,138
zachodniopomorskie,no-data,2020-05-17 02:59:03,492,18
