Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-11 07:59:02,637,20
kujawsko-pomorskie,no-data,2020-04-11 07:59:02,290,7
lubelskie,no-data,2020-04-11 07:59:02,221,9
lubuskie,no-data,2020-04-11 07:59:02,74,0
łódzkie,no-data,2020-04-11 07:59:02,463,7
małopolskie,no-data,2020-04-11 07:59:02,452,9
mazowieckie,no-data,2020-04-11 07:59:02,1501,41
opolskie,no-data,2020-04-11 07:59:02,130,6
podkarpackie,no-data,2020-04-11 07:59:02,211,10
podlaskie,no-data,2020-04-11 07:59:02,189,2
pomorskie,no-data,2020-04-11 07:59:02,157,1
śląskie,no-data,2020-04-11 07:59:02,729,38
świętokrzyskie,no-data,2020-04-11 07:59:02,130,2
warmińsko-mazurskie,no-data,2020-04-11 07:59:02,110,1
wielkopolskie,no-data,2020-04-11 07:59:02,477,26
zachodniopomorskie,no-data,2020-04-11 07:59:02,184,2
