Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-30 06:59:03,2 913,139
kujawsko-pomorskie,no-data,2020-06-30 06:59:03,669,49
lubelskie,no-data,2020-06-30 06:59:03,651,17
lubuskie,no-data,2020-06-30 06:59:03,149,0
łódzkie,no-data,2020-06-30 06:59:03,3 107,161
małopolskie,no-data,2020-06-30 06:59:03,1 701,44
mazowieckie,no-data,2020-06-30 06:59:03,5 002,327
opolskie,no-data,2020-06-30 06:59:03,940,51
podkarpackie,no-data,2020-06-30 06:59:03,647,50
podlaskie,no-data,2020-06-30 06:59:03,823,10
pomorskie,no-data,2020-06-30 06:59:03,666,38
śląskie,no-data,2020-06-30 06:59:03,12 602,324
świętokrzyskie,no-data,2020-06-30 06:59:03,790,38
warmińsko-mazurskie,no-data,2020-06-30 06:59:03,242,1
wielkopolskie,no-data,2020-06-30 06:59:03,2 643,175
zachodniopomorskie,no-data,2020-06-30 06:59:03,609,20
