Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-02 13:59:02,330,4
kujawsko-pomorskie,no-data,2020-04-02 13:59:02,84,0
lubelskie,no-data,2020-04-02 13:59:02,147,5
lubuskie,no-data,2020-04-02 13:59:02,47,0
łódzkie,no-data,2020-04-02 13:59:02,223,1
małopolskie,no-data,2020-04-02 13:59:02,220,1
mazowieckie,no-data,2020-04-02 13:59:02,612,11
opolskie,no-data,2020-04-02 13:59:02,78,0
podkarpackie,no-data,2020-04-02 13:59:02,104,4
podlaskie,no-data,2020-04-02 13:59:02,47,0
pomorskie,no-data,2020-04-02 13:59:02,65,0
śląskie,no-data,2020-04-02 13:59:02,294,11
świętokrzyskie,no-data,2020-04-02 13:59:02,56,1
warmińsko-mazurskie,no-data,2020-04-02 13:59:02,64,0
wielkopolskie,no-data,2020-04-02 13:59:02,181,6
zachodniopomorskie,no-data,2020-04-02 13:59:02,81,1
