Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-28 12:59:03,3 201,152
kujawsko-pomorskie,no-data,2020-07-28 12:59:03,754,50
lubelskie,no-data,2020-07-28 12:59:03,927,20
lubuskie,no-data,2020-07-28 12:59:03,370,8
łódzkie,no-data,2020-07-28 12:59:03,3 853,204
małopolskie,no-data,2020-07-28 12:59:03,3 223,54
mazowieckie,no-data,2020-07-28 12:59:03,6 181,371
opolskie,no-data,2020-07-28 12:59:03,1 146,54
podkarpackie,no-data,2020-07-28 12:59:03,1 207,59
podlaskie,no-data,2020-07-28 12:59:03,955,19
pomorskie,no-data,2020-07-28 12:59:03,847,39
śląskie,no-data,2020-07-28 12:59:03,15 597,387
świętokrzyskie,no-data,2020-07-28 12:59:03,956,45
warmińsko-mazurskie,no-data,2020-07-28 12:59:03,343,2
wielkopolskie,no-data,2020-07-28 12:59:03,3 641,195
zachodniopomorskie,no-data,2020-07-28 12:59:03,703,23
